School Name,County,Urban/Rural,Classification,19-21 Difference in Math,19-21 Difference in English,All Students English Achievement,All Students Math Achievement,2021 All Students English Achievement,2021 All Students Math Achievement,American Indian/Alaskan English Achievement,American Indian/Alaskan Math Achievement,Asian/Pacific Islander English Achievement,Asian/Pacific Islander Math Achievement,Black English Achievement,Black Math Achievement,Economically Disadvantaged English Achievement,Economically Disadvantaged Math Achievement,Hispanic English Achievement,Hispanic Math Achievement,White English Achievement,White Math Achievement,Students With Disability English Achievement,Students With Disability Math Achievement,2021 American Indian/Alaskan English Achievement,2021 American Indian/Alaskan Math Achievement,2021 Asian/Pacific Islander English Achievement,2021 Asian/Pacific Islander Math Achievement,2021 Black English Achievement,2021 Black Math Achievement,2021 Economically Disadvantaged English Achievement,2021 Economically Disadvantaged Math Achievement,2021 Hispanic English Achievement,2021 Hispanic Math Achievement,2021 White English Achievement,2021 White Math Achievement,2021 Students With Disability English Achievement,2021 Students With Disability Math Achievement
Chattooga High School,Chattooga County,Rural,H,-19.169999999999998,-11.350000000000009,70.65,50.26,59.3,31.09,0.0,0.0,0.0,0.0,45.71,30.65,64.97,45.18,0.0,56.67,72.27,51.24,44.74,29.34,0.0,0.0,0.0,0.0,0.0,0.0,50.65,33.65,0.0,0.0,61.88,31.09,73.91,66.68
Lyerly Elementary School,Chattooga County,Rural,E,-12.879999999999995,-13.730000000000004,66.67,65.82,52.94,52.94,0.0,0.0,0.0,0.0,0.0,0.0,54.12,59.59,0.0,0.0,64.81,64.36,46.88,46.88,0.0,0.0,0.0,0.0,0.0,0.0,44.94,46.21,0.0,0.0,54.64,52.77,47.23,36.11
Summerville Middle School,Chattooga County,Rural,M,-19.019999999999996,-14.25,54.99,50.44,40.74,31.42,0.0,0.0,0.0,0.0,56.36,46.37,54.53,50.0,70.94,66.28,52.52,49.79,57.58,48.49,0.0,0.0,0.0,0.0,40.43,22.34,40.12,30.89,49.99,31.58,39.2,33.41,37.79,34.88
Menlo Elementary School,Chattooga County,Rural,E,-19.72,-14.460000000000008,72.12,69.72,57.66,50.0,0.0,0.0,0.0,0.0,0.0,0.0,65.75,64.82,0.0,0.0,72.72,69.7,22.5,32.5,0.0,0.0,0.0,0.0,0.0,0.0,47.11,43.13,0.0,0.0,59.91,50.48,26.47,35.29
Carmel Elementary School,Cherokee County,Urban,E,-9.440000000000012,-0.5,71.27,85.9,70.77,76.46,0.0,0.0,0.0,0.0,51.17,65.12,51.94,69.4,59.86,77.65,82.71,96.68,34.78,50.55,0.0,0.0,0.0,0.0,55.01,56.67,57.08,63.59,54.4,62.72,81.46,86.42,35.89,38.46
Woodstock Elementary School,Cherokee County,Urban,E,-10.709999999999994,-10.469999999999999,77.92,92.0,67.45,81.29,0.0,0.0,0.0,0.0,75.97,83.66,61.99,79.69,59.75,83.48,84.26,96.37,22.15,37.15,0.0,0.0,0.0,0.0,51.89,66.04,52.0,66.28,45.13,62.19,80.46,93.15,22.46,38.41
"William G. Hasty, Sr. Elementary School",Cherokee County,Urban,E,-8.229999999999997,-7.380000000000003,49.02,65.47,41.64,57.24,0.0,0.0,0.0,0.0,40.39,48.08,42.88,60.25,42.24,62.32,67.0,79.5,18.4,27.59,0.0,0.0,0.0,0.0,28.85,32.69,35.77,54.27,33.76,56.53,69.89,70.43,22.47,28.27
Creekview High School,Cherokee County,Urban,H,-37.67999999999999,-16.92,94.75,91.21,77.83,53.53,0.0,0.0,0.0,0.0,72.92,76.79,66.95,62.68,76.4,71.77,96.53,92.95,45.87,41.67,0.0,0.0,0.0,0.0,0.0,0.0,46.25,38.6,48.33,52.38,79.85,53.88,33.93,25.55
Avery Elementary School,Cherokee County,Urban,E,-9.629999999999995,-7.790000000000006,84.59,98.85,76.8,89.22,0.0,0.0,0.0,0.0,92.11,100.0,55.69,71.03,61.22,75.52,86.91,100.0,43.24,62.51,0.0,0.0,0.0,0.0,0.0,0.0,37.89,51.52,55.13,57.71,79.3,92.78,35.79,47.71
Mill Creek Middle School,Cherokee County,Urban,M,-7.719999999999999,-0.519999999999996,76.32,80.88,75.8,73.16,0.0,0.0,94.44,100.0,69.9,67.48,57.34,57.78,60.2,60.94,80.55,86.54,34.09,34.95,0.0,0.0,0.0,98.44,74.16,49.15,63.84,58.75,62.02,60.84,79.1,77.53,34.79,37.32
River Ridge High School,Cherokee County,Urban,H,-44.95,-7.36999999999999,87.66,83.7,80.29,38.75,0.0,0.0,100.0,100.0,76.52,75.02,72.81,61.67,72.2,65.74,93.9,89.99,44.21,36.49,0.0,0.0,0.0,0.0,79.42,39.47,69.85,28.82,64.37,22.59,83.82,44.47,33.82,15.86
Indian Knoll Elementary,Cherokee County,Urban,E,-6.840000000000003,-9.379999999999995,83.3,92.34,73.92,85.5,0.0,0.0,0.0,0.0,65.79,63.89,57.43,67.72,56.91,69.53,91.18,99.27,41.97,42.87,0.0,0.0,0.0,0.0,66.67,57.14,50.49,58.91,50.01,60.97,81.21,94.68,20.0,31.11
Etowah High School,Cherokee County,Urban,H,-47.34,-1.3199999999999932,87.16,79.75,85.84,32.41,0.0,0.0,96.89,100.0,70.99,57.89,65.65,56.41,64.42,59.88,96.99,88.38,38.08,26.52,0.0,0.0,0.0,0.0,82.92,32.9,59.0,29.11,58.25,25.01,94.64,35.71,29.63,14.4
E. T. Booth Middle School,Cherokee County,Urban,M,-12.720000000000013,-10.790000000000006,81.84,79.79,71.05,67.07,0.0,0.0,92.32,100.0,70.47,64.21,60.54,59.25,61.2,62.04,90.41,87.89,30.05,35.78,0.0,0.0,87.15,98.57,60.61,54.16,51.11,49.75,51.38,50.16,79.89,73.85,30.35,31.4
Johnston Elementary School,Cherokee County,Urban,E,-4.320000000000007,-9.939999999999998,78.13,80.15,68.19,75.83,0.0,0.0,0.0,0.0,0.0,0.0,63.68,69.81,64.19,73.14,82.46,82.64,40.01,46.67,0.0,0.0,0.0,0.0,0.0,0.0,51.93,58.98,47.79,57.35,76.86,83.56,28.13,25.0
Dean Rusk Middle School,Cherokee County,Urban,M,-8.969999999999999,-10.429999999999993,86.52,82.88,76.09,73.91,0.0,0.0,95.67,93.49,70.22,56.59,65.88,62.72,68.96,64.94,90.71,88.37,30.22,31.73,0.0,0.0,83.33,88.89,57.34,48.66,56.4,51.15,58.65,54.09,81.1,79.39,26.9,31.4
Boston Elementary School,Cherokee County,Urban,E,-10.670000000000002,-13.149999999999999,76.47,79.88,63.32,69.21,0.0,0.0,0.0,0.0,73.81,80.96,60.2,65.81,65.63,74.23,79.11,81.1,31.53,38.04,0.0,0.0,0.0,0.0,52.28,56.82,47.81,54.4,47.18,55.67,68.87,75.16,29.41,30.88
Mountain Road Elementary School,Cherokee County,Urban,E,-9.5,-7.6299999999999955,81.22,93.87,73.59,84.37,0.0,0.0,0.0,0.0,67.64,64.7,70.23,82.98,44.12,73.52,85.81,97.84,26.39,38.57,0.0,0.0,0.0,0.0,65.63,71.88,56.95,65.29,62.5,68.75,75.39,88.09,30.3,50.0
Sequoyah High School,Cherokee County,Urban,H,-32.77,-16.5,90.79,78.95,74.29,46.18,0.0,0.0,100.0,100.0,70.58,63.39,67.39,57.8,73.81,65.8,95.88,81.41,38.5,35.98,0.0,0.0,0.0,0.0,61.11,25.0,55.46,42.17,57.47,34.38,77.2,52.31,16.0,20.77
Sixes Elementary School,Cherokee County,Urban,E,2.200000000000003,-5.959999999999994,82.82,96.16,76.86,98.36,0.0,0.0,0.0,0.0,0.0,0.0,58.82,74.96,74.2,79.71,84.96,99.05,39.6,59.21,0.0,0.0,0.0,0.0,0.0,0.0,63.64,84.1,58.62,87.93,79.1,0.0,27.55,54.08
Bascomb Elementary School,Cherokee County,Urban,E,-100.0,-12.840000000000003,99.28,100.0,86.44,0.0,0.0,0.0,0.0,0.0,80.0,100.0,72.73,90.9,90.76,100.0,100.0,100.0,57.14,75.89,0.0,0.0,0.0,0.0,62.5,87.5,68.0,82.0,62.5,87.51,88.9,0.0,54.08,67.35
Woodstock High School,Cherokee County,Urban,H,-38.77,-4.310000000000002,84.5,81.39,80.19,42.62,0.0,0.0,98.65,100.0,69.03,60.5,68.19,63.69,69.04,62.95,91.38,89.08,41.09,34.81,0.0,0.0,0.0,0.0,71.89,27.14,66.41,31.52,58.69,39.19,84.44,45.23,37.88,21.18
R. M. Moore Elementary School,Cherokee County,Urban,E,-13.090000000000003,-10.850000000000001,58.32,68.2,47.47,55.11,0.0,0.0,0.0,0.0,47.06,52.94,47.11,56.19,42.67,55.67,69.39,77.3,23.01,27.78,0.0,0.0,0.0,0.0,0.0,0.0,36.69,47.73,33.35,47.57,56.25,60.75,19.85,27.06
Holly Springs Elementary School,Cherokee County,Urban,E,-13.350000000000009,-17.380000000000003,72.7,90.76,55.32,77.41,0.0,0.0,0.0,0.0,35.0,47.5,56.06,73.11,65.8,85.97,77.42,95.18,21.05,48.26,0.0,0.0,0.0,0.0,32.36,44.12,41.59,65.93,43.45,65.58,59.05,81.16,19.1,43.64
Liberty Elementary School,Cherokee County,Urban,E,-4.430000000000007,-9.780000000000001,74.01,76.2,64.23,71.77,0.0,0.0,0.0,0.0,60.71,62.5,74.01,76.2,75.29,89.41,77.79,80.28,38.78,45.92,0.0,0.0,0.0,0.0,48.21,50.0,64.23,71.77,52.64,60.0,68.05,75.75,21.05,35.53
Freedom Middle School,Cherokee County,Urban,M,-22.55,-11.470000000000002,42.84,41.54,31.37,18.99,0.0,0.0,40.18,45.93,44.06,37.75,42.84,41.54,42.1,42.11,51.86,55.55,28.0,29.0,0.0,0.0,33.0,23.53,29.13,16.86,31.37,18.99,42.86,13.16,33.33,12.5,33.63,24.56
Ball Ground Elementary School,Cherokee County,Urban,E,2.1200000000000045,-5.800000000000004,63.38,68.42,57.58,70.54,0.0,0.0,0.0,0.0,0.0,0.0,51.22,55.49,46.88,46.88,64.9,69.99,36.54,39.42,0.0,0.0,0.0,0.0,0.0,0.0,39.51,53.23,0.0,0.0,57.9,71.29,22.23,30.55
Teasley Middle School,Cherokee County,Urban,M,-13.619999999999997,-2.6700000000000017,59.2,66.11,56.53,52.49,0.0,0.0,0.0,0.0,53.21,50.01,42.28,50.26,36.52,48.26,75.0,79.68,21.69,29.42,0.0,0.0,0.0,0.0,45.95,40.55,42.51,39.91,38.68,39.31,70.89,63.6,19.45,23.5
Woodstock Middle School,Cherokee County,Urban,M,-9.269999999999996,-4.829999999999998,74.36,80.49,69.53,71.22,0.0,0.0,100.0,100.0,59.06,60.82,55.89,62.22,56.92,67.98,83.52,87.97,26.68,32.63,0.0,0.0,91.18,0.0,55.0,48.62,55.7,53.8,59.04,59.19,76.53,80.09,31.16,30.48
Creekland Middle School,Cherokee County,Urban,M,-14.860000000000007,-9.89,77.2,77.79,67.31,62.93,0.0,0.0,98.03,100.0,68.98,67.14,65.95,69.59,66.45,68.43,90.83,91.7,34.47,37.38,0.0,0.0,96.43,88.7,58.72,52.2,57.06,53.98,58.25,56.02,79.88,78.11,34.95,37.97
Little River Elem.,Cherokee County,Urban,E,-9.969999999999999,-8.200000000000003,83.61,89.17,75.41,79.2,0.0,0.0,100.0,100.0,66.94,65.25,61.73,69.93,73.02,81.35,87.28,92.17,30.91,40.57,0.0,0.0,87.18,92.31,61.64,62.79,55.56,58.74,53.09,57.08,81.77,86.46,27.93,33.78
Clark Creek Elementary School,Cherokee County,Urban,E,-9.0,-6.6499999999999915,73.21,89.41,66.56,80.41,0.0,0.0,91.08,100.0,74.72,82.77,56.33,74.01,55.6,74.19,78.95,95.97,24.68,42.86,0.0,0.0,89.19,0.0,70.11,81.04,51.43,66.59,46.7,64.87,73.11,84.89,13.39,20.53
Arnold Mill Elementary School,Cherokee County,Urban,E,-6.11999999999999,-8.009999999999991,80.05,96.6,72.04,90.48,0.0,0.0,0.0,0.0,52.79,69.45,57.48,76.43,47.23,70.37,87.63,100.0,28.88,52.95,0.0,0.0,0.0,0.0,50.0,64.7,50.01,66.35,55.56,67.6,77.99,98.08,18.42,35.52
Free Home Elementary School,Cherokee County,Urban,E,-13.900000000000006,-14.330000000000005,73.18,87.75,58.85,73.85,0.0,0.0,0.0,0.0,0.0,0.0,43.77,67.2,41.18,58.82,75.83,90.84,34.16,52.44,0.0,0.0,0.0,0.0,0.0,0.0,28.21,47.44,28.58,45.24,67.72,80.74,22.92,39.59
J. Knox Elementary,Cherokee County,Urban,E,-0.5099999999999909,-4.340000000000003,69.42,75.21,65.08,74.7,0.0,0.0,0.0,0.0,63.9,58.35,42.51,54.02,31.08,47.75,82.24,86.0,31.35,43.21,0.0,0.0,0.0,0.0,54.54,51.51,40.98,52.79,35.42,46.36,76.74,86.97,33.62,42.63
Clayton Elementary School,Cherokee County,Urban,E,-13.269999999999996,-5.880000000000003,65.12,74.11,59.24,60.84,0.0,0.0,0.0,0.0,0.0,0.0,42.71,66.68,0.0,0.0,65.88,73.81,23.91,39.13,0.0,0.0,0.0,0.0,0.0,0.0,33.34,50.0,0.0,0.0,60.71,62.39,25.0,31.25
Oak Grove Elementary School,Cherokee County,Urban,E,-21.840000000000003,-16.659999999999997,96.17,97.98,79.51,76.14,0.0,0.0,100.0,100.0,82.26,83.87,79.72,82.61,85.37,87.81,98.21,97.77,34.58,38.65,0.0,0.0,0.0,0.0,73.17,63.41,71.1,64.07,64.29,60.0,80.84,78.03,34.0,26.0
Hickory Flat Elementary School,Cherokee County,Urban,E,-18.010000000000005,-2.3300000000000054,60.13,69.34,57.8,51.33,0.0,0.0,79.41,100.0,55.4,64.12,55.6,65.49,87.5,75.0,65.63,78.13,21.25,33.75,0.0,0.0,80.44,89.14,52.76,44.2,55.37,45.79,65.63,50.0,81.54,98.03,26.67,28.13
Cherokee High School,Cherokee County,Urban,H,-12.670000000000002,-0.45000000000000284,75.33,65.5,74.88,52.83,0.0,0.0,0.0,0.0,70.21,59.14,53.73,44.75,47.77,39.81,88.21,75.97,37.03,20.79,0.0,0.0,0.0,0.0,76.48,34.53,56.84,41.28,52.61,43.08,83.34,61.05,36.89,25.3
Macedonia Elementary School,Cherokee County,Urban,E,-7.469999999999999,-4.650000000000006,83.97,97.52,79.32,90.05,0.0,0.0,0.0,0.0,0.0,0.0,52.45,70.74,70.7,89.66,85.04,98.99,52.64,71.05,0.0,0.0,0.0,0.0,0.0,0.0,51.31,67.11,70.32,76.57,80.67,93.09,31.11,35.56
Cedar Shoals High School,Clarke County,Urban,H,-41.7,-62.34,62.34,41.7,0.0,0.0,0.0,0.0,0.0,0.0,51.45,31.88,62.34,41.7,60.26,37.62,100.0,86.99,29.59,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Classic City High School,Clarke County,Urban,H,-16.12,-28.13,28.13,16.12,0.0,0.0,0.0,0.0,0.0,0.0,15.91,10.08,28.13,16.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alps Road Elementary School,Clarke County,Urban,E,-21.979999999999997,-18.169999999999998,35.54,35.11,17.37,13.13,0.0,0.0,0.0,0.0,29.42,30.67,35.54,35.11,0.0,0.0,0.0,0.0,31.48,31.49,0.0,0.0,0.0,0.0,14.06,11.46,17.37,13.13,0.0,0.0,0.0,0.0,17.64,14.71
Judia Jackson Harris Elementary,Clarke County,Urban,E,-26.93,-17.810000000000002,50.47,59.08,32.66,32.15,0.0,0.0,0.0,0.0,42.07,39.68,50.47,59.08,52.84,65.96,0.0,0.0,18.18,24.24,0.0,0.0,0.0,0.0,24.42,24.42,32.66,32.15,36.43,36.2,0.0,0.0,11.54,8.0
Timothy Elementary School,Clarke County,Urban,E,-21.939999999999998,-19.919999999999995,77.21,74.0,57.29,52.06,0.0,0.0,0.0,0.0,53.75,52.35,77.21,74.0,77.78,74.07,100.0,100.0,32.43,27.02,0.0,0.0,0.0,0.0,40.78,31.54,57.29,52.06,0.0,0.0,80.62,74.0,28.58,19.05
Cleveland Road Elementary School,Clarke County,Urban,E,-20.549999999999997,2.1099999999999994,44.0,53.39,46.11,32.84,0.0,0.0,0.0,0.0,30.0,40.0,44.0,53.39,45.65,53.27,65.22,78.27,14.0,20.0,0.0,0.0,0.0,0.0,42.31,26.31,46.11,32.84,37.51,33.93,73.82,42.86,30.56,19.45
Coile Middle School,Clarke County,Urban,M,-25.97,-15.66,38.21,44.44,22.55,18.47,0.0,0.0,0.0,0.0,32.13,33.93,38.21,44.44,42.91,54.62,46.67,55.0,10.22,13.45,0.0,0.0,0.0,0.0,13.76,11.4,22.55,18.47,30.95,25.72,36.84,23.68,7.61,5.85
Gaines Elementary School,Clarke County,Urban,E,-15.68,-12.060000000000002,29.92,32.53,17.86,16.85,0.0,0.0,0.0,0.0,23.06,28.9,29.92,32.53,56.9,39.66,0.0,0.0,15.74,21.3,0.0,0.0,0.0,0.0,12.69,10.3,17.86,16.85,32.0,34.0,0.0,0.0,18.43,22.37
Howard B. Stroud Elementary School,Clarke County,Urban,E,-23.4,-13.999999999999996,44.16,49.36,30.16,25.96,0.0,0.0,0.0,0.0,37.06,44.2,44.16,49.36,48.45,50.0,0.0,0.0,25.0,23.34,0.0,0.0,0.0,0.0,23.03,17.99,30.16,25.96,47.92,47.92,0.0,0.0,42.86,48.21
Burney-Harris-Lyons Middle School,Clarke County,Urban,M,-13.68,-9.0,52.24,52.93,43.24,39.25,0.0,0.0,66.66,78.58,40.35,41.83,52.24,52.93,51.19,52.56,88.61,81.65,18.75,21.03,0.0,0.0,72.22,72.22,31.41,25.38,43.24,39.25,42.7,41.92,71.67,66.38,7.05,8.47
Whit Davis Road Elementary School,Clarke County,Urban,E,-35.32,-22.85,52.25,59.25,29.4,23.93,0.0,0.0,0.0,0.0,30.61,37.25,52.25,59.25,54.36,60.87,81.36,85.07,20.0,31.43,0.0,0.0,0.0,0.0,16.67,12.35,29.4,23.93,23.62,13.9,57.89,52.63,8.0,6.0
Clarke Middle School,Clarke County,Urban,M,-20.510000000000005,-19.29,65.31,58.34,46.02,37.83,0.0,0.0,0.0,96.67,36.94,31.98,65.31,58.34,64.67,57.64,100.0,93.56,33.48,29.2,0.0,0.0,0.0,0.0,20.41,17.86,46.02,37.83,50.0,30.35,83.33,69.24,24.11,26.53
Whitehead Road Elementary School,Clarke County,Urban,E,-29.85,-24.22,63.93,67.62,39.71,37.77,0.0,0.0,0.0,0.0,51.5,54.44,63.93,67.62,59.79,66.78,100.0,97.0,18.57,30.01,0.0,0.0,0.0,0.0,29.13,23.34,39.71,37.77,37.87,37.86,74.3,68.57,20.0,33.34
Barnett Shoals Elementary School,Clarke County,Urban,E,-14.339999999999996,-18.58,63.36,63.37,44.78,49.03,0.0,0.0,0.0,0.0,45.84,47.1,63.36,63.37,63.9,61.12,91.11,89.74,38.24,35.3,0.0,0.0,0.0,0.0,22.57,26.23,44.78,49.03,58.82,61.76,84.72,88.89,33.33,35.0
Winterville Elementary School,Clarke County,Urban,E,-25.59,-11.609999999999996,41.87,53.93,30.26,28.34,0.0,0.0,0.0,0.0,32.53,40.3,41.87,53.93,43.47,69.56,82.5,92.5,17.76,33.87,0.0,0.0,0.0,0.0,20.55,17.13,30.26,28.34,29.82,30.71,60.0,58.0,14.47,18.43
Barrow Elementary School,Clarke County,Urban,E,-11.329999999999998,-8.130000000000003,69.0,70.24,60.87,58.91,0.0,0.0,0.0,0.0,17.15,23.57,69.0,70.24,69.07,78.48,99.16,94.88,19.23,32.0,0.0,0.0,0.0,0.0,16.91,10.3,60.87,58.91,0.0,0.0,93.83,98.13,2.18,4.55
Fowler Drive Elementary School,Clarke County,Urban,E,-13.510000000000002,-9.219999999999999,38.3,40.25,29.08,26.74,0.0,0.0,0.0,0.0,30.01,29.04,38.3,40.25,47.68,53.5,0.0,0.0,26.25,30.0,0.0,0.0,0.0,0.0,15.92,18.18,29.08,26.74,34.42,31.18,0.0,0.0,36.66,39.99
Oglethorpe Avenue Elementary School,Clarke County,Urban,E,-28.990000000000002,-18.630000000000003,55.96,60.95,37.33,31.96,0.0,0.0,0.0,0.0,40.58,50.01,55.96,60.95,62.65,62.64,78.0,80.0,39.42,42.32,0.0,0.0,0.0,0.0,20.54,18.76,37.33,31.96,32.2,28.09,86.0,68.0,0.0,0.0
Chase Street Elementary School,Clarke County,Urban,E,-31.799999999999997,-24.459999999999994,86.8,89.6,62.34,57.8,0.0,0.0,0.0,0.0,29.48,41.03,86.8,89.6,73.34,80.0,100.0,100.0,44.72,48.16,0.0,0.0,0.0,0.0,11.41,14.04,62.34,57.8,0.0,0.0,99.35,89.61,13.89,13.89
Hilsman Middle School,Clarke County,Urban,M,-23.56,-16.189999999999998,49.3,48.9,33.11,25.34,0.0,0.0,76.67,0.0,33.52,33.21,49.3,48.9,53.76,50.63,93.75,93.57,26.42,27.68,0.0,0.0,0.0,0.0,15.69,11.94,33.11,25.34,32.5,28.57,66.67,56.0,12.0,12.97
Clarke Central High School,Clarke County,Urban,H,-26.32,-70.52,70.52,57.75,0.0,31.43,0.0,0.0,85.72,84.22,49.16,33.29,70.52,57.75,63.23,54.03,100.0,100.0,29.38,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.43,0.0,0.0,0.0,0.0,0.0,0.0
Clay County Middle School,Clay County,Rural,M,-27.990000000000002,-21.169999999999998,50.83,49.17,29.66,21.18,0.0,0.0,0.0,0.0,50.88,49.14,50.83,49.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.18,21.55,29.66,21.18,0.0,0.0,0.0,0.0,0.0,0.0
Clay County Elementary,Clay County,Rural,E,-24.529999999999998,-17.980000000000004,42.31,46.15,24.33,21.62,0.0,0.0,0.0,0.0,42.19,45.32,42.31,46.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.33,21.62,24.33,21.62,0.0,0.0,0.0,0.0,0.0,0.0
M. D. Roberts Middle School,Clayton County,Urban,M,-17.160000000000004,-12.659999999999997,68.27,57.82,55.61,40.66,0.0,0.0,87.14,81.43,67.73,56.7,68.27,57.82,66.02,53.92,60.0,65.0,31.13,28.3,0.0,0.0,0.0,0.0,56.15,40.2,55.61,40.66,54.84,43.34,0.0,0.0,0.0,0.0
Callaway Elementary School,Clayton County,Urban,E,-7.32,-13.450000000000003,55.18,56.09,41.73,48.77,0.0,0.0,0.0,0.0,40.4,43.06,45.46,46.76,65.22,80.44,67.19,60.94,36.77,33.82,0.0,0.0,0.0,0.0,29.8,36.09,33.14,41.14,64.29,92.86,53.77,57.53,27.5,32.5
Mundy's Mill High School,Clayton County,Urban,H,-13.54,-12.869999999999997,56.41,31.45,43.54,17.91,0.0,0.0,65.63,44.11,54.78,28.86,56.41,31.45,60.5,43.09,0.0,0.0,15.94,5.04,0.0,0.0,0.0,0.0,41.47,17.45,43.54,17.91,51.29,20.0,0.0,0.0,10.72,17.5
Thurgood Marshall Elementary School,Clayton County,Urban,E,-25.9,-22.490000000000002,54.31,62.28,31.82,36.38,0.0,0.0,87.15,98.58,46.73,53.83,54.31,62.28,61.85,74.34,0.0,0.0,12.5,14.28,0.0,0.0,0.0,0.0,0.0,0.0,31.82,36.38,0.0,0.0,0.0,0.0,0.0,0.0
Jonesboro Middle School,Clayton County,Urban,M,-3.4099999999999966,3.789999999999999,37.26,30.83,41.05,27.42,0.0,0.0,76.67,73.35,35.03,27.24,37.26,30.83,40.77,36.35,34.79,34.79,17.62,16.04,0.0,0.0,0.0,0.0,39.2,22.23,41.05,27.42,36.0,26.19,0.0,0.0,62.5,47.5
Sequoyah Middle School,Clayton County,Urban,M,-20.959999999999997,-7.2499999999999964,39.23,43.47,31.98,22.51,0.0,0.0,69.12,83.1,55.21,52.08,38.93,43.22,37.09,41.05,0.0,0.0,18.25,17.62,0.0,0.0,58.52,53.42,43.76,26.57,33.32,22.46,30.73,21.4,0.0,0.0,13.61,12.82
Mount Zion Primary,Clayton County,Urban,E,-21.1,-1.75,38.42,54.97,36.67,33.87,0.0,0.0,0.0,0.0,37.37,50.98,38.42,54.97,39.21,62.18,0.0,0.0,9.52,26.2,0.0,0.0,0.0,0.0,33.33,25.01,36.67,33.87,0.0,0.0,0.0,0.0,0.0,0.0
Elite Scholars Academy School,Clayton County,Urban,H,-100.0,-100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles R. Drew High School,Clayton County,Urban,H,-11.949999999999996,-5.310000000000002,56.31,32.12,51.0,20.17,0.0,0.0,82.68,60.42,51.29,27.45,56.31,32.12,65.37,41.14,0.0,0.0,12.91,6.39,0.0,0.0,0.0,0.0,52.48,21.3,51.0,20.17,52.99,17.86,0.0,0.0,16.67,23.68
Eddie White Middle School,Clayton County,Urban,M,-11.160000000000004,0.8599999999999994,45.04,38.02,45.9,26.86,0.0,0.0,0.0,0.0,43.71,35.55,45.04,38.02,53.52,54.23,50.01,47.23,19.78,16.3,0.0,0.0,0.0,0.0,46.42,25.5,45.9,26.86,38.23,34.38,0.0,0.0,34.79,27.29
Morrow Middle School,Clayton County,Urban,M,-19.93,-8.660000000000004,50.95,51.6,42.29,31.67,0.0,0.0,85.84,98.67,42.77,39.22,50.95,51.6,51.99,55.74,57.5,55.0,22.82,22.5,0.0,0.0,55.37,65.38,32.21,21.08,42.29,31.67,52.78,34.73,0.0,0.0,30.66,30.65
Kilpatrick Elementary School,Clayton County,Urban,E,-22.740000000000002,-14.369999999999997,47.96,43.88,33.59,21.14,0.0,0.0,0.0,0.0,43.31,37.9,47.96,43.88,51.68,49.0,40.47,38.1,32.04,23.08,0.0,0.0,0.0,0.0,40.85,22.54,33.59,21.14,30.57,20.1,0.0,0.0,21.75,17.4
Mundys Mill Middle School,Clayton County,Urban,M,-17.929999999999996,-6.630000000000003,45.95,43.16,39.32,25.23,0.0,0.0,81.25,93.76,42.78,39.68,45.95,43.16,55.0,52.92,0.0,0.0,23.42,20.46,0.0,0.0,0.0,0.0,38.1,24.45,39.32,25.23,37.26,25.49,0.0,0.0,28.79,24.24
Brown Elementary School,Clayton County,Urban,E,-23.339999999999996,-15.419999999999995,49.51,43.98,34.09,20.64,0.0,0.0,0.0,0.0,45.37,39.39,49.51,43.98,63.72,60.49,0.0,0.0,14.59,17.03,0.0,0.0,0.0,0.0,34.1,14.64,34.09,20.64,30.56,25.0,0.0,0.0,0.0,0.0
Adamson Middle School,Clayton County,Urban,M,-7.460000000000001,6.259999999999998,47.9,43.19,54.16,35.73,0.0,0.0,0.0,0.0,47.19,39.52,47.9,43.19,45.26,48.72,0.0,0.0,30.41,24.67,0.0,0.0,0.0,0.0,52.64,36.12,54.16,35.73,0.0,0.0,0.0,0.0,0.0,0.0
Pointe South Elementary School,Clayton County,Urban,E,-22.060000000000002,-15.219999999999999,50.68,48.99,35.46,26.93,0.0,0.0,0.0,0.0,46.64,47.26,50.68,48.99,75.0,61.25,0.0,0.0,10.3,15.16,0.0,0.0,0.0,0.0,32.82,35.0,35.46,26.93,30.56,13.89,0.0,0.0,0.0,0.0
Lovejoy High School,Clayton County,Urban,H,-10.080000000000002,-9.89,59.39,34.49,49.5,24.41,0.0,0.0,70.0,0.0,57.73,33.46,59.39,34.49,61.77,34.15,69.45,43.76,26.64,13.92,0.0,0.0,0.0,0.0,47.37,23.61,49.5,24.41,55.18,32.41,0.0,0.0,10.0,6.48
